title,total_gross,gross,return_rate,std_IMDB,std_Meta,rating,distributor,release_date,release_month,release_year,genre,mins,MPAA_rating,budget (millions),theatres,totalweek,IMDB_rating,director,stars,Metascore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISLANDOFLEMURSMADAGASCAR(IMAX),"10,439,745","8,608,337",#VALUE!,#VALUE!,#VALUE!,#VALUE!,WARNER BROS.,2014/4/4,4,2014,IMAX,39,G,N/A,37,82,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISPITONYOURGRAVE,"93,051","83,306",0.0465255,0.10351455,-1.825595885,-1.722081335,ANCHOR BAY FILMS,2010/10/8,10,2010,Horror,108,Unrated,2,12,7,6.3,Steven R. Monroe,"Sarah Butler,Jeff Branson,Andrew Howard",27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISPITONYOURGRAVE2,809,678,#VALUE!,-0.462536977,#VALUE!,#VALUE!,ANCHOR BAY FILMS,2013/9/20,9,2013,Horror,106,R,N/A,1,1,5.7,Steven R. Monroe,"Jemma Dallender,Joe Absolom,Yavor Baharov",NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISTHEMANWHOISTALLHAPPY?,"137,042","114,832",#VALUE!,#VALUE!,1.101395561,#VALUE!,IFC,2013/11/22,11,2013,Animation,88,Unrated,N/A,3,7,NA,NA,NA,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITALWAYSRAINSONSUNDAY(RE-ISSUE),"14,276","12,946",#VALUE!,#VALUE!,#VALUE!,#VALUE!,RIALTO,2008/3/7,3,2008,Crime,92,Unrated,N/A,1,1,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITHINKILOVEMYWIFE,"12,550,605",11819861.01 ,1.140964091,-0.651220819,-0.51143646,-1.16265728,FOX SEARCHLIGHT,2007/3/16,3,2007,Romantic Comedy,90,R,11,1776,11,5.5,Chris Rock,"Chris Rock,Kerry Washington,Gina Torres",49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITMIGHTGETLOUD,"1,610,163","1,465,177",#VALUE!,#VALUE!,0.742988445,#VALUE!,SONY CLASSICS,2009/8/14,8,2009,Documentary,97,PG,N/A,7,18,NA,NA,NA,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITSABOYGIRLTHING,848,799,#VALUE!,#VALUE!,#VALUE!,#VALUE!,ALLIANCE,2007/12/7,12,2007,Fantasy Comedy,95,PG-13,N/A,2,1,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITSADISASTER,"60,818","50,961",#VALUE!,0.292198392,-0.033560306,0.258638087,OSCILLOSCOPE PICTURES,2013/4/12,4,2013,Comedy,88,R,N/A,3,4,6.5,Todd Berger,"Rachel Boston,Laura Adkin,Kevin M. Brennan",57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITSCOMPLICATED,"112,735,375",102584214.70 ,1.326298529,0.386540314,-0.033560306,0.352980008,UNIVERSAL,2009/12/25,12,2009,Romantic Comedy,118,R,85,2897,14,6.6,Nancy Meyers,"Meryl Streep,Steve Martin,Alec Baldwin",57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITSKINDOFAFUNNYSTORY,"6,363,628",5697186.70 ,0.7954535,0.952591841,0.32484681,1.277438651,FOCUS FEATURES,2010/10/8,10,2010,Drama,101,PG-13,8,742,7,7.2,"Anna Boden,Ryan Fleck","Keir Gilchrist,Zach Galifianakis,Emma Roberts",63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITTYBITTYTITTYCOMMITTEE,"18,445","17,371",#VALUE!,-0.556878898,#VALUE!,#VALUE!,POCKET RELEASING,2007/9/28,9,2007,Comedy,87,Unrated,N/A,1,2,5.6,Jamie Babbit,"Melonie Diaz,Ana Mercedes,Cecile Rivore",NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IUSEDTOBEDARKER,"22,214","18,614",#VALUE!,-0.651220819,0.683253926,0.032033106,STRAND,2013/9/27,9,2013,Drama,90,Unrated,N/A,1,7,5.5,Matthew Porterfield,"Deragh Campbell,Hannah Gross,Ned Oldham",69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IVELOVEDYOUSOLONG,"3,169,305","2,874,122",#VALUE!,#VALUE!,1.280599118,#VALUE!,SONY CLASSICS,2008/10/24,10,2008,Foreign,115,PG-13,N/A,9,26,NA,NA,NA,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IWANTSOMEONETOEATCHEESEWITH,"194,568","183,240",#VALUE!,#VALUE!,0.145643252,#VALUE!,IFC,2007/9/5,9,2007,Comedy,80,R,N/A,1,19,NA,NA,NA,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IWANTYOURMONEY,"433,588","388,180",#VALUE!,#VALUE!,#VALUE!,#VALUE!,FREESTYLE RELEASING,2010/10/15,10,2010,Documentary,92,PG,N/A,537,3,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IWILLFOLLOW,"135,809","117,862",#VALUE!,-0.085169292,0.802722964,0.717553672,AFFRM,2011/3/11,3,2011,Drama,88,Unrated,N/A,5,6,6.1,Ava DuVernay,"Salli Richardson-Whitfield,Tracie Thoms,Omari Hardwick",71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IWISH,"145,808","123,973",#VALUE!,1.424301447,1.340333638,2.764635084,MAGNOLIA,2012/5/11,5,2012,Foreign,128,PG,N/A,5,15,7.7,Jim Idema,"Aurelia Becker,Craig Bouwens,Tiffany Burns",80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JAANETUYAJAANENA,"604,037","547,778",#VALUE!,1.329959526,#VALUE!,#VALUE!,UTV COMMUNICATIONS,2008/7/4,7,2008,Foreign,145,Unrated,N/A,13,6,7.6,Abbas Tyrewala,"Imran Khan,Genelia D'Souza,Manjari Phadnis",NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JABTAKHAIJAAN,"3,047,539",2591167.52 ,#VALUE!,0.669566077,#VALUE!,#VALUE!,YASH RAJ,2012/11/13,11,2012,Foreign,130,Unrated,N/A,161,2,6.9,Yash Chopra,"Shah Rukh Khan,Katrina Kaif,Anushka Sharma",NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JACKANDDIANE,"1,142",971,#VALUE!,-1.594640031,-0.750374537,-2.345014569,MAGNOLIA,2012/11/2,11,2012,Romance,#VALUE!,R,N/A,2,2,4.5,Bradley Rust Gray,"Riley Keough,Juno Temple,Kylie Minogue",45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JACKANDJILL,"74,158,157",64358107.17 ,0.938710848,-2.632401164,-2.064533962,-4.696935126,SONY / COLUMBIA,2011/11/11,11,2011,Comedy,91,PG,79,3438,16,3.4,Dennis Dugan,"Adam Sandler,Katie Holmes,Al Pacino",23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JACKASS3-D,"117,229,692","104,952,622",5.8614846,#VALUE!,-0.093294825,#VALUE!,PARAMOUNT,2010/10/15,10,2010,Comedy,94,R,20,3081,14,NA,NA,NA,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JACKASSPRESENTSBADGRANDPA,"102,003,019",85471551.07 ,6.800201267,0.386540314,-0.212763864,0.17377645,PARAMOUNT,2013/10/25,10,2013,Comedy,93,R,15,3336,13,6.6,Jeff Tremaine,"Johnny Knoxville,Jackson Nicoll,Greg Harris",54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JACKGOESBOATING,"541,992","485,231",#VALUE!,0.197856471,0.384581329,0.5824378,OVERTURE FILMS,2010/9/17,9,2010,Comedy,89,R,N/A,4,13,6.4,Philip Seymour Hoffman,"Philip Seymour Hoffman,Amy Ryan,John Ortiz",64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JACKREACHER,"80,070,736",68080077.31 ,1.334512267,0.763907998,-0.451701941,0.312206057,PARAMOUNT,2012/12/21,12,2012,Crime Drama,130,PG-13,60,3352,13,7,Christopher McQuarrie,"Tom Cruise,Rosamund Pike,Richard Jenkins",50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JACKRYANSHADOWRECRUIT,"50,577,412",41704793.19 ,0.842956867,0.009172629,-0.033560306,-0.024387677,PARAMOUNT,2014/1/17,1,2014,Action Thriller,100,PG-13,60,3387,11,6.2,Kenneth Branagh,"Chris Pine,Kevin Costner,Keira Knightley",57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JACKTHEGIANTSLAYER,"65,187,603",54622751.30 ,0.3342954,0.10351455,-0.391967422,-0.288452872,WARNER BROS. (NEW LINE),2013/3/1,3,2013,Adventure,114,PG-13,195,3525,15,6.3,Bryan Singer,"Nicholas Hoult,Stanley Tucci,Ewan McGregor",51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JAIHO,"1,264,515",1042685.55 ,#VALUE!,-0.462536977,#VALUE!,#VALUE!,EROS,2014/1/24,1,2014,Foreign,135,Unrated,N/A,195,3,5.7,Sohail Khan,"Salman Khan,Tabu,Sunil Shetty",NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JAKESCORNER,"12,522","11,356",#VALUE!,0.10351455,#VALUE!,#VALUE!,EMERGING PICTURES,2008/9/5,9,2008,Comedy / Drama,96,PG,N/A,8,1,6.3,Jeff Santo,"Colton Rodgers,Richard Tyson,Diane Ladd",NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JAMELSHABAZZSTREETPHOTOGRAPHER,"17,992","15,076",#VALUE!,#VALUE!,#VALUE!,#VALUE!,APD/CINEMA CONSERVANCY,2013/8/2,8,2013,Documentary,#VALUE!,Unrated,N/A,1,9,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JANEEYRE,"11,242,660",9756934.99 ,#VALUE!,1.141275683,1.101395561,2.242671244,FOCUS FEATURES,2011/3/11,3,2011,Romance,121,PG-13,N/A,4,18,7.4,Cary Fukunaga,"Mia Wasikowska,Michael Fassbender,Jamie Bell",76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JANESJOURNEY,"27,253","23,651",#VALUE!,#VALUE!,-0.51143646,#VALUE!,FIRST RUN,2011/9/16,9,2011,Documentary,105,Unrated,N/A,1,14,NA,NA,NA,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JANIEJONES,"6,840","5,936",#VALUE!,0.480882235,-0.332232902,0.148649332,TRIBECA FILM,2011/10/28,10,2011,Drama,106,Unrated,N/A,2,3,6.7,David M. Rosenthal,"Abigail Breslin,Alessandro Nivola,Elisabeth Shue",52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JANKYPROMOTERS,"9,069","8,252",0.0009069,#VALUE!,#VALUE!,#VALUE!,THIRD RAIL RELEASING,2009/10/16,10,2009,Comedy,#VALUE!,R,10,22,1,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JASONBECKERNOTDEADYET,"1,294","1,100",#VALUE!,#VALUE!,0.742988445,#VALUE!,KINO LORBER,2012/12/12,12,2012,Documentary,87,Unrated,N/A,2,3,NA,NA,NA,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JAYNEMANSFIELDSCAR,"14,836","12,432",#VALUE!,0.10351455,-0.57117098,-0.46765643,ANCHOR BAY FILMS,2013/9/13,9,2013,Drama,122,R,N/A,11,2,6.3,Billy Bob Thornton,"Tippi Hedren,Kevin Bacon,Ray Stevenson",48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JAZZINTHEDIAMONDDISTRICT,"7,634","6,947",#VALUE!,-0.839904662,#VALUE!,#VALUE!,TRULY INDIE,2009/4/24,4,2009,Music Drama,79,R,N/A,1,1,5.3,Lindsey Christian,"Michael Bailey,Elisha Efua Bartels,Gunita Jansone Black",NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JCVD,"470,691","426,852",#VALUE!,0.952591841,0.384581329,1.33717317,PEACE ARCH ENTERTAINMENT,2008/11/7,11,2008,Action,92,R,N/A,2,11,7.2,Mabrouk El Mechri,"Jean-Claude Van Damme,Val??rie Bodson,Herv?? Sogne",64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JEAN-MICHELBASQUIATTHERADIANTCHILD,"256,242","229,407",#VALUE!,#VALUE!,0.981926522,#VALUE!,ARTHOUSE FILMS,2010/7/21,7,2010,Documentary,88,Unrated,N/A,1,12,NA,NA,NA,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JEDGAR,"37,306,030",32376013.29 ,1.065886571,0.386540314,0.085908733,0.472449046,WARNER BROS.,2011/11/9,11,2011,Drama,137,R,35,7,16,6.6,Clint Eastwood,"Leonardo DiCaprio,Armie Hammer,Naomi Watts",59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"JEFF,WHOLIVESATHOME","4,269,426",3630075.94 ,#VALUE!,0.292198392,#VALUE!,#VALUE!,PARAMOUNT VANTAGE,2012/3/16,3,2012,Comedy,83,R,N/A,254,9,6.5,"Jay Duplass,Mark Duplass","Jason Segel,Ed Helms,Judy Greer",NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JELLYFISH,"341,221","309,440",#VALUE!,0.10351455,#VALUE!,#VALUE!,ZEITGEIST,2008/4/4,4,2008,Foreign,78,Unrated,N/A,4,24,6.3,Sh??suke Kaneko,"Mio Ohtani,Rumi Hanai,Naomi Akimoto",NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JENNIFERSBODY,"16,204,793",14745646.29 ,1.012799563,-1.028588504,-0.630905499,-1.659494003,FOX,2009/9/18,9,2009,Horror Comedy,102,R,16,2702,10,5.1,Karyn Kusama,"Megan Fox,Amanda Seyfried,Adam Brody",47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JENTENDSPLUSLAGUITARE,"12,876","11,677",#VALUE!,#VALUE!,#VALUE!,#VALUE!,THE FILM DESK,2008/2/25,2,2008,Foreign,98,Unrated,N/A,1,5,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JERICHOW,"60,379","54,942",#VALUE!,0.763907998,0.802722964,1.566630963,CINEMA GUILD,2009/5/15,5,2009,Foreign,93,Unrated,N/A,3,18,7,Christian Petzold,"Benno F??rmann,Nina Hoss,Hilmi S??zer",71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JERSEYBOYS,"47,047,013",38793719.76 ,1.176175325,0.669566077,-0.212763864,0.456802213,WARNER BROS.,2014/6/20,6,2014,Musical,134,R,40,2905,14,6.9,Clint Eastwood,"John Lloyd Young,Erich Bergen,Michael Lomenda",54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JERUSALEM,"8,020,721","6,720,815",#VALUE!,#VALUE!,#VALUE!,#VALUE!,NATIONAL GEOGRAPHIC ENTERTAINMENT,2013/9/13,9,2013,Documentary,45,Unrated,N/A,1,52,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JESUSHENRYCHRIST,"20,183","17,161",#VALUE!,0.197856471,-0.989312615,-0.791456143,ENTERTAINMENT ONE,2012/4/20,4,2012,Comedy / Drama,95,PG-13,N/A,3,6,6.4,Dennis Lee,"Jason Spevack,Toni Collette,Michael Sheen",41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JEWTOPIA,"46,437","38,911",#VALUE!,-1.877665795,#VALUE!,#VALUE!,LE PETIT CANYON,2013/9/20,9,2013,Romantic Comedy,90,Unrated,N/A,16,3,4.2,Bryan Fogel,"Jennifer Love Hewitt,Rita Wilson,Bree Turner",NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JHOOMBARABARJHOOM,"695,157","654,682",#VALUE!,-2.25503348,#VALUE!,#VALUE!,YASH RAJ,2007/6/15,6,2007,Foreign,138,Unrated,N/A,83,2,3.8,Shaad Ali,"Abhishek Bachchan,Preity Zinta,Bobby Deol",NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIG,"183,790","159,502",#VALUE!,#VALUE!,-0.272498383,#VALUE!,SCREEN MEDIA,2011/6/17,6,2011,Documentary,93,Unrated,N/A,5,13,NA,NA,NA,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIM(2010),"13,015","11,652",#VALUE!,#VALUE!,#VALUE!,#VALUE!,AREA23A,2010/10/8,10,2010,Sci-Fi,101,Unrated,N/A,1,2,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIMIALLISBYMYSIDE,"340,911","281,106",#VALUE!,-0.556878898,0.504050368,-0.052828531,XLRATOR MEDIA,2014/9/26,9,2014,Music Drama,118,R,N/A,34,3,5.6,John Ridley,"Andr?? Benjamin,Hayley Atwell,Imogen Poots",66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIMMYCARTERMANFROMPLAINS,"108,807","102,472",#VALUE!,#VALUE!,0.026174213,#VALUE!,SONY CLASSICS,2007/10/26,10,2007,Documentary,120,PG,N/A,7,16,NA,NA,NA,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JINDABYNE,"400,438","377,123",#VALUE!,#VALUE!,0.444315848,#VALUE!,SONY CLASSICS,2007/4/27,4,2007,Drama,123,R,N/A,6,19,NA,NA,NA,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIRODREAMSOFSUSHI,"2,552,478","2,170,242",#VALUE!,#VALUE!,1.16113008,#VALUE!,MAGNOLIA,2012/3/9,3,2012,Foreign,81,PG,N/A,2,24,NA,NA,NA,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JOANRIVERSAPIECEOFWORK,"2,930,687","2,623,766",#VALUE!,#VALUE!,1.280599118,#VALUE!,IFC,2010/6/11,6,2010,Documentary,84,R,N/A,7,14,NA,NA,NA,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JOBS,"16,131,410",13517017.90 ,1.344284167,-0.273853135,-0.810109057,-1.083962191,OPEN ROAD FILMS,2013/8/16,8,2013,Drama,122,PG-13,12,2381,7,5.9,Joshua Michael Stern,"Ashton Kutcher,Dermot Mulroney,Josh Gad",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JODHAAAKBAR,"3,440,718",3120256.43 ,#VALUE!,1.329959526,#VALUE!,#VALUE!,UTV COMMUNICATIONS,2008/2/15,2,2008,Foreign,222,Unrated,N/A,100,9,7.6,Ashutosh Gowariker,"Hrithik Roshan,Aishwarya Rai Bachchan,Sonu Sood",NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JODOROWSKYSDUNE,"647,280","533,730",#VALUE!,#VALUE!,1.280599118,#VALUE!,SONY CLASSICS,2014/3/21,3,2014,Documentary,90,PG-13,N/A,3,19,NA,NA,NA,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JOE(2014),"373,375","307,875",#VALUE!,#VALUE!,#VALUE!,#VALUE!,ROADSIDE ATTRACTIONS,2014/4/11,4,2014,Drama,117,R,N/A,48,6,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JOESTRUMMERTHEFUTUREISUNWRITTEN,"248,362","233,901",#VALUE!,#VALUE!,1.280599118,#VALUE!,IFC,2007/11/2,11,2007,Documentary,123,Unrated,N/A,2,13,NA,NA,NA,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JOHNCARTER,"73,078,100",62134594.32 ,0.2923124,0.386540314,-0.391967422,-0.005427108,BUENA VISTA,2012/3/9,3,2012,Sci-Fi Adventure,132,PG-13,250,3749,16,6.6,Andrew Stanton,"Taylor Kitsch,Lynn Collins,Willem Dafoe",51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JOHNDIESATTHEEND,"141,951","118,945",#VALUE!,0.197856471,-0.272498383,-0.074641912,MAGNOLIA,2013/1/25,1,2013,Fantasy Comedy,99,R,N/A,1,11,6.4,Don Coscarelli,"Chase Williamson,Rob Mayes,Paul Giamatti",53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JOHNNYENGLISHREBORN,"8,305,970",7208330.53 ,0.184577111,0.10351455,-0.690640018,-0.587125468,UNIVERSAL,2011/10/21,10,2011,Action Comedy,101,PG,45,1552,5,6.3,Oliver Parker,"Rowan Atkinson,Rosamund Pike,Dominic West",46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JOHNRABE,"67,519","60,448",#VALUE!,0.952591841,-0.033560306,0.919031535,STRAND,2010/5/21,5,2010,Historical Drama,134,Unrated,N/A,3,15,7.2,Florian Gallenberger,"Ulrich Tukur,Daniel Br??hl,Steve Buscemi",57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JOHNWICK,"43,037,835",35487857.86 ,2.15189175,0.952591841,0.623519406,1.576111247,LIONSGATE/SUMMIT,2014/10/24,10,2014,Action,96,R,20,2589,13,7.2,Chad Stahelski,"Keanu Reeves,Michael Nyqvist,Alfie Allen",68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JOKER,"169,181","143,846",#VALUE!,-3.481478455,#VALUE!,#VALUE!,UTV COMMUNICATIONS,2012/8/31,8,2012,Foreign,200,Unrated,N/A,74,3,2.5,Shirish Kunder,"Asrani,Avtar Gill,Gurpreet Guggi",NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JOKER,"169,181","143,846",#VALUE!,-0.368195056,#VALUE!,#VALUE!,UTV COMMUNICATIONS,2012/8/31,8,2012,Foreign,200,Unrated,N/A,74,3,5.8,Talgad Zhanibekov,"Denis Lituyev,Erbulat Toguzakov,Aisulu Azimbayeva",NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JONAHHEX,"10,547,117",9442553.01 ,0.224406745,-1.50029811,-1.467188769,-2.967486879,WARNER BROS.,2010/6/18,6,2010,Western,81,PG-13,47,2825,8,4.6,Jimmy Hayward,"Josh Brolin,Megan Fox,John Malkovich",33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JONASBROTHERSTHE3DCONCERTEXPERIENCE,"19,162,740","17,437,247",#VALUE!,#VALUE!,-0.750374537,#VALUE!,BUENA VISTA,2009/2/27,2,2009,Concert,76,G,N/A,1271,5,NA,NA,NA,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JOSHUA,"482,355","454,270",#VALUE!,#VALUE!,0.683253926,#VALUE!,FOX SEARCHLIGHT,2007/7/6,7,2007,Drama / Thriller,105,R,N/A,6,5,NA,NA,NA,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JOURNEY2THEMYSTERIOUSISLAND,"103,860,290",88307126.00 ,1.314687215,-0.368195056,-0.989312615,-1.35750767,WARNER BROS.,2012/2/10,2,2012,Adventure,94,PG,79,3470,20,5.8,Brad Peyton,"Josh Hutcherson,Dwayne Johnson,Michael Caine",41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JOURNEYFROMTHEFALL,"641,039","603,715",0.641039,#VALUE!,0.742988445,#VALUE!,IMAGINASIAN PICTURES,2007/3/23,3,2007,Historical Drama,137,R,1,4,23,NA,NA,NA,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JOURNEYTOTHECENTEROFTHEEARTH,"101,704,370",92231829.04 ,1.695072833,-0.368195056,-0.033560306,-0.401755362,WARNER BROS. (NEW LINE),2008/7/11,7,2008,Adventure,92,PG,60,2811,22,5.8,Eric Brevig,"Brendan Fraser,Josh Hutcherson,Anita Briem",57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JOURNEYTOTHESOUTHPACIFIC,"7,057,903","5,914,040",#VALUE!,#VALUE!,#VALUE!,#VALUE!,IMAX,2013/11/27,11,2013,Documentary,40,G,N/A,1,62,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JOYFULNOISE,"30,932,113",26300003.59 ,#VALUE!,-0.556878898,-0.810109057,-1.366987955,WARNER BROS.,2012/1/13,1,2012,Comedy / Drama,118,PG-13,N/A,2735,10,5.6,Todd Graff,"Queen Latifah,Dolly Parton,Keke Palmer",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUANOFTHEDEAD,"18,000","15,304",#VALUE!,#VALUE!,#VALUE!,#VALUE!,OUTSIDER PICTURES,2012/3/16,3,2012,Foreign,#VALUE!,Unrated,N/A,1,1,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUDYMOODYANDTHENOTBUMMERSUMMER,"15,013,650",13029586.15 ,0.7506825,-1.972007716,-1.228250692,-3.200258408,RELATIVITY,2011/6/10,6,2011,Comedy,91,PG,20,2524,10,4.1,John Schultz,"Jordana Beatty,Heather Graham,Parris Mosteller",37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
